Year,Period,labor force,employment,unemployment,unemployment rate,County
2015,Feb,8172,7721,451,5.5,"Redwood County, MN"
2015,Mar,8435,7994,441,5.2,"Redwood County, MN"
2015,Apr,8157,7858,299,3.7,"Redwood County, MN"
2015,May,8189,7899,290,3.5,"Redwood County, MN"
2015,Jun,8573,8249,324,3.8,"Redwood County, MN"
2015,Jul,8336,8026,310,3.7,"Redwood County, MN"
2015,Aug,8174,7901,273,3.3,"Redwood County, MN"
2015,Sep,8018,7765,253,3.2,"Redwood County, MN"
2015,Oct,8386,8150,236,2.8,"Redwood County, MN"
2015,Nov,8277,8012,265,3.2,"Redwood County, MN"
2015,Dec,8464,8095,369,4.4,"Redwood County, MN"
2016,Jan,8441,7992,449,5.3,"Redwood County, MN"
2016,Feb,8210,7777,433,5.3,"Redwood County, MN"
2016,Mar,8424,7971,453,5.4,"Redwood County, MN"
2016,Apr,8286,7982,304,3.7,"Redwood County, MN"
2016,May,8230,7968,262,3.2,"Redwood County, MN"
2016,Jun,8446,8119,327,3.9,"Redwood County, MN"
2016,Jul,8355,8031,324,3.9,"Redwood County, MN"
2016,Aug,8198,7882,316,3.9,"Redwood County, MN"
2016,Sep,8099,7812,287,3.5,"Redwood County, MN"
2016,Oct,8307,8015,292,3.5,"Redwood County, MN"
2016,Nov,8350,8072,278,3.3,"Redwood County, MN"
2016,Dec,8436,8066,370,4.4,"Redwood County, MN"
2017,Jan,7874,7424,450,5.7,"Redwood County, MN"
2017,Feb,7758,7315,443,5.7,"Redwood County, MN"
2017,Mar,7829,7418,411,5.2,"Redwood County, MN"
2017,Apr,7767,7478,289,3.7,"Redwood County, MN"
2017,May,7714,7456,258,3.3,"Redwood County, MN"
2017,Jun,7865,7557,308,3.9,"Redwood County, MN"
2017,Jul,7761,7465,296,3.8,"Redwood County, MN"
2017,Aug,7453,7143,310,4.2,"Redwood County, MN"
2017,Sep,7451,7210,241,3.2,"Redwood County, MN"
2017,Oct,7690,7470,220,2.9,"Redwood County, MN"
2017,Nov,7616,7366,250,3.3,"Redwood County, MN"
2017,Dec,7761,7426,335,4.3,"Redwood County, MN"
2018,Jan,7485,7080,405,5.4,"Redwood County, MN"
2018,Feb,7535,7126,409,5.4,"Redwood County, MN"
2018,Mar,7590,7212,378,5.0,"Redwood County, MN"
2018,Apr,7650,7348,302,3.9,"Redwood County, MN"
2018,May,7751,7531,220,2.8,"Redwood County, MN"
2018,Jun,7832,7565,267,3.4,"Redwood County, MN"
2018,Jul,7755,7497,258,3.3,"Redwood County, MN"
2018,Aug,7373,7153,220,3.0,"Redwood County, MN"
2018,Sep,7505,7323,182,2.4,"Redwood County, MN"
2018,Oct,7598,7422,176,2.3,"Redwood County, MN"
2018,Nov,7595,7378,217,2.9,"Redwood County, MN"
2018,Dec,7762,7430,332,4.3,"Redwood County, MN"
2019,Jan,7520,7105,415,5.5,"Redwood County, MN"
2019,Feb,7481,7107,374,5.0,"Redwood County, MN"
2019,Mar,7534,7161,373,5.0,"Redwood County, MN"
2019,Apr,7603,7318,285,3.7,"Redwood County, MN"
2019,May,7750,7506,244,3.1,"Redwood County, MN"
2019,Jun,7887,7599,288,3.7,"Redwood County, MN"
2019,Jul,7806,7525,281,3.6,"Redwood County, MN"
2019,Aug,7515,7269,246,3.3,"Redwood County, MN"
2019,Sep,7608,7407,201,2.6,"Redwood County, MN"
2019,Oct,7733,7530,203,2.6,"Redwood County, MN"
2019,Nov,7560,7335,225,3.0,"Redwood County, MN"
2019,Dec,7726,7430,296,3.8,"Redwood County, MN"
2020,Jan,7459,7110,349,4.7,"Redwood County, MN"
2020,Feb,7496,7159,337,4.5,"Redwood County, MN"
2020,Mar,7499,7072,427,5.7,"Redwood County, MN"
2020,Apr,7815,7132,683,8.7,"Redwood County, MN"
2020,May,7828,7046,782,10.0,"Redwood County, MN"
2020,Jun,8082,7545,537,6.6,"Redwood County, MN"
2020,Jul,8205,7740,465,5.7,"Redwood County, MN"
2020,Aug,7946,7578,368,4.6,"Redwood County, MN"
2020,Sep,7807,7461,346,4.4,"Redwood County, MN"
2020,Oct,7977,7670,307,3.8,"Redwood County, MN"
2020,Nov,7717,7431,286,3.7,"Redwood County, MN"
2020,Dec,7859,7522,337,4.3,"Redwood County, MN"
2021,Jan,7563,7162,401,5.3,"Redwood County, MN"
2021,Feb,7571,7173,398,5.3,"Redwood County, MN"
2021,Mar,7500,7078,422,5.6,"Redwood County, MN"
2021,Apr,7454,7172,282,3.8,"Redwood County, MN"
2021,May,7551,7304,247,3.3,"Redwood County, MN"
2021,Jun,7790,7489,301,3.9,"Redwood County, MN"
2021,Jul,7729,7463,266,3.4,"Redwood County, MN"
2021,Aug,7554,7326,228,3.0,"Redwood County, MN"
2021,Sep,7409,7213,196,2.6,"Redwood County, MN"
2021,Oct,7543,7372,171,2.3,"Redwood County, MN"
2021,Nov,7454,7290,164,2.2,"Redwood County, MN"
2021,Dec,7822,7610,212,2.7,"Redwood County, MN"
2022,Jan,7578,7295,283,3.7,"Redwood County, MN"
2022,Feb,7546,7309,237,3.1,"Redwood County, MN"
2022,Mar,7575,7353,222,2.9,"Redwood County, MN"
2022,Apr,7447,7282,165,2.2,"Redwood County, MN"
2022,May,7536,7394,142,1.9,"Redwood County, MN"
2022,Jun,7706,7512,194,2.5,"Redwood County, MN"
2022,Jul,7752,7558,194,2.5,"Redwood County, MN"
2022,Aug,7569,7380,189,2.5,"Redwood County, MN"
2022,Sep,7481,7344,137,1.8,"Redwood County, MN"
2022,Oct,7527,7384,143,1.9,"Redwood County, MN"
2022,Nov,7421,7261,160,2.2,"Redwood County, MN"
2022,Dec,7805,7580,225,2.9,"Redwood County, MN"
2023,Jan,7577,7307,270,3.6,"Redwood County, MN"
2023,Feb,7580,7313,267,3.5,"Redwood County, MN"
2023,Mar,7395,7138,257,3.5,"Redwood County, MN"
2023,Apr,7433,7217,216,2.9,"Redwood County, MN"
2023,May,7429,7230,199,2.7,"Redwood County, MN"
2023,Jun,7635,7362,273,3.6,"Redwood County, MN"
2023,Jul,7566,7305,261,3.4,"Redwood County, MN"
2023,Aug,7727,7483,244,3.2,"Redwood County, MN"
2023,Sep,7744,7567,177,2.3,"Redwood County, MN"
2023,Oct,7746,7583,163,2.1,"Redwood County, MN"
2023,Nov,7710,7570,140,1.8,"Redwood County, MN"
2023,Dec,7692,7510,182,2.4,"Redwood County, MN"
2024,Jan,7539,7299,240,3.2,"Redwood County, MN"
2024,Feb,7524,7261,263,3.5,"Redwood County, MN"
2024,Mar,7689,7473,216,2.8,"Redwood County, MN"
2024,Apr,7711,7530,181,2.3,"Redwood County, MN"
2024,May,7546,7354,192,2.5,"Redwood County, MN"
2024,Jun,7949,7635,314,4.0,"Redwood County, MN"
2024,Jul,7980,7636,344,4.3,"Redwood County, MN"
2024,Aug,8130,7832,298,3.7,"Redwood County, MN"
2024,Sep,8041,7845,196,2.4,"Redwood County, MN"
2024,Oct,7961,7777,184,2.3,"Redwood County, MN"
2024,Nov,7989(P),7779(P),210(P),2.6(P),"Redwood County, MN"
P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,"Redwood County, MN"
2014,Jan,8147,7509,638,7.8,"Renville County, MN"
2014,Feb,8046,7434,612,7.6,"Renville County, MN"
2014,Mar,8154,7543,611,7.5,"Renville County, MN"
2014,Apr,7985,7465,520,6.5,"Renville County, MN"
2014,May,7913,7486,427,5.4,"Renville County, MN"
2014,Jun,8165,7706,459,5.6,"Renville County, MN"
2014,Jul,8240,7806,434,5.3,"Renville County, MN"
2014,Aug,8265,7854,411,5.0,"Renville County, MN"
2014,Sep,8194,7859,335,4.1,"Renville County, MN"
2014,Oct,8696,8386,310,3.6,"Renville County, MN"
2014,Nov,8437,8075,362,4.3,"Renville County, MN"
2014,Dec,8491,8036,455,5.4,"Renville County, MN"
2015,Jan,8632,8072,560,6.5,"Renville County, MN"
2015,Feb,8378,7859,519,6.2,"Renville County, MN"
2015,Mar,8732,8164,568,6.5,"Renville County, MN"
2015,Apr,8484,8066,418,4.9,"Renville County, MN"
2015,May,8428,8035,393,4.7,"Renville County, MN"
2015,Jun,8779,8339,440,5.0,"Renville County, MN"
2015,Jul,8490,8092,398,4.7,"Renville County, MN"
2015,Aug,8438,8094,344,4.1,"Renville County, MN"
2015,Sep,8382,8078,304,3.6,"Renville County, MN"
2015,Oct,9126,8825,301,3.3,"Renville County, MN"
2015,Nov,8771,8417,354,4.0,"Renville County, MN"
2015,Dec,8735,8263,472,5.4,"Renville County, MN"
2016,Jan,8853,8308,545,6.2,"Renville County, MN"
2016,Feb,8504,7976,528,6.2,"Renville County, MN"
2016,Mar,8694,8160,534,6.1,"Renville County, MN"
2016,Apr,8263,7836,427,5.2,"Renville County, MN"
2016,May,8078,7677,401,5.0,"Renville County, MN"
2016,Jun,8121,7627,494,6.1,"Renville County, MN"
2016,Jul,7995,7543,452,5.7,"Renville County, MN"
2016,Aug,8322,7898,424,5.1,"Renville County, MN"
2016,Sep,8199,7851,348,4.2,"Renville County, MN"
2016,Oct,8922,8586,336,3.8,"Renville County, MN"
2016,Nov,8593,8245,348,4.0,"Renville County, MN"
2016,Dec,8381,7916,465,5.5,"Renville County, MN"
2017,Jan,9147,8557,590,6.5,"Renville County, MN"
2017,Feb,8874,8337,537,6.1,"Renville County, MN"
2017,Mar,9011,8480,531,5.9,"Renville County, MN"
2017,Apr,8965,8552,413,4.6,"Renville County, MN"
2017,May,8829,8455,374,4.2,"Renville County, MN"
2017,Jun,8770,8347,423,4.8,"Renville County, MN"
2017,Jul,8692,8304,388,4.5,"Renville County, MN"
2017,Aug,8612,8248,364,4.2,"Renville County, MN"
2017,Sep,8698,8444,254,2.9,"Renville County, MN"
2017,Oct,9363,9129,234,2.5,"Renville County, MN"
2017,Nov,9217,8941,276,3.0,"Renville County, MN"
2017,Dec,8863,8472,391,4.4,"Renville County, MN"
2018,Jan,8619,8124,495,5.7,"Renville County, MN"
2018,Feb,8642,8159,483,5.6,"Renville County, MN"
2018,Mar,8705,8202,503,5.8,"Renville County, MN"
2018,Apr,8710,8310,400,4.6,"Renville County, MN"
2018,May,8856,8549,307,3.5,"Renville County, MN"
2018,Jun,8772,8404,368,4.2,"Renville County, MN"
2018,Jul,8600,8272,328,3.8,"Renville County, MN"
2018,Aug,8413,8098,315,3.7,"Renville County, MN"
2018,Sep,8691,8471,220,2.5,"Renville County, MN"
2018,Oct,9148,8942,206,2.3,"Renville County, MN"
2018,Nov,8853,8628,225,2.5,"Renville County, MN"
2018,Dec,8692,8287,405,4.7,"Renville County, MN"
2019,Jan,8492,7934,558,6.6,"Renville County, MN"
2019,Feb,8389,7883,506,6.0,"Renville County, MN"
2019,Mar,8526,8004,522,6.1,"Renville County, MN"
2019,Apr,8624,8152,472,5.5,"Renville County, MN"
2019,May,8835,8477,358,4.1,"Renville County, MN"
2019,Jun,8746,8365,381,4.4,"Renville County, MN"
2019,Jul,8659,8277,382,4.4,"Renville County, MN"
2019,Aug,8484,8150,334,3.9,"Renville County, MN"
2019,Sep,8649,8393,256,3.0,"Renville County, MN"
2019,Oct,9300,9042,258,2.8,"Renville County, MN"
2019,Nov,8718,8434,284,3.3,"Renville County, MN"
2019,Dec,8725,8267,458,5.2,"Renville County, MN"
2020,Jan,8172,7625,547,6.7,"Renville County, MN"
2020,Feb,8160,7628,532,6.5,"Renville County, MN"
2020,Mar,8220,7577,643,7.8,"Renville County, MN"
2020,Apr,7912,7306,606,7.7,"Renville County, MN"
2020,May,7938,7220,718,9.0,"Renville County, MN"
2020,Jun,8696,8101,595,6.8,"Renville County, MN"
2020,Jul,8809,8291,518,5.9,"Renville County, MN"
2020,Aug,8779,8401,378,4.3,"Renville County, MN"
2020,Sep,8781,8446,335,3.8,"Renville County, MN"
2020,Oct,9471,9155,316,3.3,"Renville County, MN"
2020,Nov,8745,8411,334,3.8,"Renville County, MN"
2020,Dec,8729,8315,414,4.7,"Renville County, MN"
2021,Jan,8340,7826,514,6.2,"Renville County, MN"
2021,Feb,8308,7824,484,5.8,"Renville County, MN"
2021,Mar,8257,7766,491,5.9,"Renville County, MN"
2021,Apr,8244,7866,378,4.6,"Renville County, MN"
2021,May,8237,7906,331,4.0,"Renville County, MN"
2021,Jun,8297,7903,394,4.7,"Renville County, MN"
2021,Jul,8427,8082,345,4.1,"Renville County, MN"
2021,Aug,8244,7952,292,3.5,"Renville County, MN"
2021,Sep,8287,8044,243,2.9,"Renville County, MN"
2021,Oct,8652,8461,191,2.2,"Renville County, MN"
2021,Nov,8431,8209,222,2.6,"Renville County, MN"
2021,Dec,8321,8035,286,3.4,"Renville County, MN"
2022,Jan,8124,7721,403,5.0,"Renville County, MN"
2022,Feb,8174,7782,392,4.8,"Renville County, MN"
2022,Mar,8082,7724,358,4.4,"Renville County, MN"
2022,Apr,7934,7682,252,3.2,"Renville County, MN"
2022,May,8054,7843,211,2.6,"Renville County, MN"
2022,Jun,7962,7690,272,3.4,"Renville County, MN"
2022,Jul,8034,7766,268,3.3,"Renville County, MN"
2022,Aug,7998,7726,272,3.4,"Renville County, MN"
2022,Sep,8162,7953,209,2.6,"Renville County, MN"
2022,Oct,8541,8363,178,2.1,"Renville County, MN"
2022,Nov,8286,8088,198,2.4,"Renville County, MN"
2022,Dec,8253,7935,318,3.9,"Renville County, MN"
2023,Jan,8163,7770,393,4.8,"Renville County, MN"
2023,Feb,8163,7753,410,5.0,"Renville County, MN"
2023,Mar,8129,7745,384,4.7,"Renville County, MN"
2023,Apr,7969,7649,320,4.0,"Renville County, MN"
2023,May,7851,7570,281,3.6,"Renville County, MN"
2023,Jun,7937,7588,349,4.4,"Renville County, MN"
2023,Jul,7657,7343,314,4.1,"Renville County, MN"
2023,Aug,8248,7932,316,3.8,"Renville County, MN"
2023,Sep,8219,8025,194,2.4,"Renville County, MN"
2023,Oct,8566,8395,171,2.0,"Renville County, MN"
2023,Nov,8409,8231,178,2.1,"Renville County, MN"
2023,Dec,7947,7660,287,3.6,"Renville County, MN"
2024,Jan,7882,7499,383,4.9,"Renville County, MN"
2024,Feb,7867,7437,430,5.5,"Renville County, MN"
2024,Mar,8050,7661,389,4.8,"Renville County, MN"
2024,Apr,8027,7704,323,4.0,"Renville County, MN"
2024,May,7745,7449,296,3.8,"Renville County, MN"
2024,Jun,8130,7692,438,5.4,"Renville County, MN"
2024,Jul,8078,7665,413,5.1,"Renville County, MN"
2024,Aug,8541,8186,355,4.2,"Renville County, MN"
2024,Sep,8640,8393,247,2.9,"Renville County, MN"
2024,Oct,8693,8466,227,2.6,"Renville County, MN"
2024,Nov,8632(P),8342(P),290(P),3.4(P),"Renville County, MN"
P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,"Renville County, MN"
2014,Jan,34834,32940,1894,5.4,"Rice County, MN"
2014,Feb,34921,33041,1880,5.4,"Rice County, MN"
2014,Mar,34927,33077,1850,5.3,"Rice County, MN"
2014,Apr,35104,33571,1533,4.4,"Rice County, MN"
2014,May,35383,34021,1362,3.8,"Rice County, MN"
2014,Jun,35768,34198,1570,4.4,"Rice County, MN"
2014,Jul,35382,33831,1551,4.4,"Rice County, MN"
2014,Aug,34944,33552,1392,4.0,"Rice County, MN"
2014,Sep,35056,33845,1211,3.5,"Rice County, MN"
2014,Oct,35362,34271,1091,3.1,"Rice County, MN"
2014,Nov,35266,34162,1104,3.1,"Rice County, MN"
2014,Dec,35282,33937,1345,3.8,"Rice County, MN"
2015,Jan,35059,33476,1583,4.5,"Rice County, MN"
2015,Feb,35181,33669,1512,4.3,"Rice County, MN"
2015,Mar,35285,33802,1483,4.2,"Rice County, MN"
2015,Apr,35579,34432,1147,3.2,"Rice County, MN"
2015,May,35818,34696,1122,3.1,"Rice County, MN"
2015,Jun,36171,34755,1416,3.9,"Rice County, MN"
2015,Jul,35490,34093,1397,3.9,"Rice County, MN"
2015,Aug,35111,33824,1287,3.7,"Rice County, MN"
2015,Sep,35565,34443,1122,3.2,"Rice County, MN"
2015,Oct,35518,34475,1043,2.9,"Rice County, MN"
2015,Nov,35555,34565,990,2.8,"Rice County, MN"
2015,Dec,35747,34435,1312,3.7,"Rice County, MN"
2016,Jan,35853,34345,1508,4.2,"Rice County, MN"
2016,Feb,36080,34571,1509,4.2,"Rice County, MN"
2016,Mar,36135,34646,1489,4.1,"Rice County, MN"
2016,Apr,36097,34940,1157,3.2,"Rice County, MN"
2016,May,36086,35046,1040,2.9,"Rice County, MN"
2016,Jun,36538,35152,1386,3.8,"Rice County, MN"
2016,Jul,36039,34736,1303,3.6,"Rice County, MN"
2016,Aug,35855,34590,1265,3.5,"Rice County, MN"
2016,Sep,36334,35209,1125,3.1,"Rice County, MN"
2016,Oct,36022,34956,1066,3.0,"Rice County, MN"
2016,Nov,35976,34992,984,2.7,"Rice County, MN"
2016,Dec,35984,34635,1349,3.7,"Rice County, MN"
2017,Jan,36426,34876,1550,4.3,"Rice County, MN"
2017,Feb,36638,35120,1518,4.1,"Rice County, MN"
2017,Mar,36844,35400,1444,3.9,"Rice County, MN"
2017,Apr,36569,35437,1132,3.1,"Rice County, MN"
2017,May,36612,35572,1040,2.8,"Rice County, MN"
2017,Jun,37284,36004,1280,3.4,"Rice County, MN"
2017,Jul,36690,35488,1202,3.3,"Rice County, MN"
2017,Aug,36676,35435,1241,3.4,"Rice County, MN"
2017,Sep,37003,36036,967,2.6,"Rice County, MN"
2017,Oct,36554,35768,786,2.2,"Rice County, MN"
2017,Nov,36506,35664,842,2.3,"Rice County, MN"
2017,Dec,36532,35411,1121,3.1,"Rice County, MN"
2018,Jan,36519,35203,1316,3.6,"Rice County, MN"
2018,Feb,36973,35668,1305,3.5,"Rice County, MN"
2018,Mar,36973,35685,1288,3.5,"Rice County, MN"
2018,Apr,37086,36059,1027,2.8,"Rice County, MN"
2018,May,37041,36206,835,2.3,"Rice County, MN"
2018,Jun,37556,36447,1109,3.0,"Rice County, MN"
2018,Jul,36957,35909,1048,2.8,"Rice County, MN"
2018,Aug,36425,35390,1035,2.8,"Rice County, MN"
2018,Sep,36785,35922,863,2.3,"Rice County, MN"
2018,Oct,36903,36117,786,2.1,"Rice County, MN"
2018,Nov,37011,36214,797,2.2,"Rice County, MN"
2018,Dec,37128,35889,1239,3.3,"Rice County, MN"
2019,Jan,37065,35586,1479,4.0,"Rice County, MN"
2019,Feb,37107,35693,1414,3.8,"Rice County, MN"
2019,Mar,37148,35724,1424,3.8,"Rice County, MN"
2019,Apr,37211,36132,1079,2.9,"Rice County, MN"
2019,May,37355,36364,991,2.7,"Rice County, MN"
2019,Jun,38018,36719,1299,3.4,"Rice County, MN"
2019,Jul,37534,36293,1241,3.3,"Rice County, MN"
2019,Aug,37231,36049,1182,3.2,"Rice County, MN"
2019,Sep,37499,36559,940,2.5,"Rice County, MN"
2019,Oct,37655,36797,858,2.3,"Rice County, MN"
2019,Nov,37396,36515,881,2.4,"Rice County, MN"
2019,Dec,37634,36290,1344,3.6,"Rice County, MN"
2020,Jan,37814,36309,1505,4.0,"Rice County, MN"
2020,Feb,37931,36507,1424,3.8,"Rice County, MN"
2020,Mar,37855,35995,1860,4.9,"Rice County, MN"
2020,Apr,35964,33465,2499,6.9,"Rice County, MN"
2020,May,36565,33347,3218,8.8,"Rice County, MN"
2020,Jun,37962,35096,2866,7.5,"Rice County, MN"
2020,Jul,38095,35563,2532,6.6,"Rice County, MN"
2020,Aug,38191,36205,1986,5.2,"Rice County, MN"
2020,Sep,37491,35785,1706,4.6,"Rice County, MN"
2020,Oct,37821,36367,1454,3.8,"Rice County, MN"
2020,Nov,37440,36052,1388,3.7,"Rice County, MN"
2020,Dec,36942,35227,1715,4.6,"Rice County, MN"
2021,Jan,36997,35197,1800,4.9,"Rice County, MN"
2021,Feb,37136,35467,1669,4.5,"Rice County, MN"
2021,Mar,37234,35651,1583,4.3,"Rice County, MN"
2021,Apr,37212,35846,1366,3.7,"Rice County, MN"
2021,May,37264,36108,1156,3.1,"Rice County, MN"
2021,Jun,37452,35972,1480,4.0,"Rice County, MN"
2021,Jul,37229,35956,1273,3.4,"Rice County, MN"
2021,Aug,37168,35923,1245,3.3,"Rice County, MN"
2021,Sep,36988,35962,1026,2.8,"Rice County, MN"
2021,Oct,37363,36460,903,2.4,"Rice County, MN"
2021,Nov,37346,36510,836,2.2,"Rice County, MN"
2021,Dec,37493,36404,1089,2.9,"Rice County, MN"
2022,Jan,37345,36018,1327,3.6,"Rice County, MN"
2022,Feb,37411,36251,1160,3.1,"Rice County, MN"
2022,Mar,37559,36452,1107,2.9,"Rice County, MN"
2022,Apr,37576,36793,783,2.1,"Rice County, MN"
2022,May,37669,36968,701,1.9,"Rice County, MN"
2022,Jun,37536,36592,944,2.5,"Rice County, MN"
2022,Jul,37468,36586,882,2.4,"Rice County, MN"
2022,Aug,37624,36719,905,2.4,"Rice County, MN"
2022,Sep,37429,36768,661,1.8,"Rice County, MN"
2022,Oct,37295,36605,690,1.9,"Rice County, MN"
2022,Nov,37440,36652,788,2.1,"Rice County, MN"
2022,Dec,37499,36362,1137,3.0,"Rice County, MN"
2023,Jan,37525,36304,1221,3.3,"Rice County, MN"
2023,Feb,37841,36540,1301,3.4,"Rice County, MN"
2023,Mar,37965,36723,1242,3.3,"Rice County, MN"
2023,Apr,38020,37064,956,2.5,"Rice County, MN"
2023,May,38172,37342,830,2.2,"Rice County, MN"
2023,Jun,38358,37226,1132,3.0,"Rice County, MN"
2023,Jul,38025,36997,1028,2.7,"Rice County, MN"
2023,Aug,38094,36990,1104,2.9,"Rice County, MN"
2023,Sep,37787,37063,724,1.9,"Rice County, MN"
2023,Oct,37844,37145,699,1.8,"Rice County, MN"
2023,Nov,37789,37178,611,1.6,"Rice County, MN"
2023,Dec,37526,36611,915,2.4,"Rice County, MN"
2024,Jan,37799,36621,1178,3.1,"Rice County, MN"
2024,Feb,38060,36740,1320,3.5,"Rice County, MN"
2024,Mar,38176,37017,1159,3.0,"Rice County, MN"
2024,Apr,38238,37318,920,2.4,"Rice County, MN"
2024,May,38135,37152,983,2.6,"Rice County, MN"
2024,Jun,38271,36840,1431,3.7,"Rice County, MN"
2024,Jul,38049,36691,1358,3.6,"Rice County, MN"
2024,Aug,38255,36817,1438,3.8,"Rice County, MN"
2024,Sep,38007,37108,899,2.4,"Rice County, MN"
2024,Oct,38205,37403,802,2.1,"Rice County, MN"
2024,Nov,38198(P),37250(P),948(P),2.5(P),"Rice County, MN"
P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,"Rice County, MN"
2014,Jan,5635,5438,197,3.5,"Rock County, MN"
2014,Feb,5593,5402,191,3.4,"Rock County, MN"
2014,Mar,5609,5430,179,3.2,"Rock County, MN"
2014,Apr,5583,5445,138,2.5,"Rock County, MN"
2014,May,5632,5490,142,2.5,"Rock County, MN"
2014,Jun,5736,5581,155,2.7,"Rock County, MN"
2014,Jul,5719,5567,152,2.7,"Rock County, MN"
2014,Aug,5688,5554,134,2.4,"Rock County, MN"
2014,Sep,5674,5557,117,2.1,"Rock County, MN"
2014,Oct,5786,5667,119,2.1,"Rock County, MN"
2014,Nov,5744,5632,112,1.9,"Rock County, MN"
2014,Dec,5794,5662,132,2.3,"Rock County, MN"
2015,Jan,5895,5724,171,2.9,"Rock County, MN"
2015,Feb,5792,5627,165,2.8,"Rock County, MN"
2015,Mar,5909,5750,159,2.7,"Rock County, MN"
2015,Apr,5819,5705,114,2.0,"Rock County, MN"
2015,May,5834,5715,119,2.0,"Rock County, MN"
2015,Jun,6021,5888,133,2.2,"Rock County, MN"
2015,Jul,5920,5792,128,2.2,"Rock County, MN"
2015,Aug,5863,5753,110,1.9,"Rock County, MN"
2015,Sep,5850,5752,98,1.7,"Rock County, MN"
2015,Oct,6057,5954,103,1.7,"Rock County, MN"
2015,Nov,5998,5892,106,1.8,"Rock County, MN"
2015,Dec,6084,5952,132,2.2,"Rock County, MN"
2016,Jan,6057,5880,177,2.9,"Rock County, MN"
2016,Feb,5860,5692,168,2.9,"Rock County, MN"
2016,Mar,5998,5836,162,2.7,"Rock County, MN"
2016,Apr,5903,5777,126,2.1,"Rock County, MN"
2016,May,5876,5753,123,2.1,"Rock County, MN"
2016,Jun,5952,5811,141,2.4,"Rock County, MN"
2016,Jul,5824,5697,127,2.2,"Rock County, MN"
2016,Aug,5785,5661,124,2.1,"Rock County, MN"
2016,Sep,5749,5634,115,2.0,"Rock County, MN"
2016,Oct,5952,5829,123,2.1,"Rock County, MN"
2016,Nov,5970,5860,110,1.8,"Rock County, MN"
2016,Dec,5954,5808,146,2.5,"Rock County, MN"
2017,Jan,6003,5834,169,2.8,"Rock County, MN"
2017,Feb,5877,5718,159,2.7,"Rock County, MN"
2017,Mar,5937,5801,136,2.3,"Rock County, MN"
2017,Apr,5964,5854,110,1.8,"Rock County, MN"
2017,May,5934,5824,110,1.9,"Rock County, MN"
2017,Jun,5959,5827,132,2.2,"Rock County, MN"
2017,Jul,5842,5715,127,2.2,"Rock County, MN"
2017,Aug,5684,5564,120,2.1,"Rock County, MN"
2017,Sep,5810,5705,105,1.8,"Rock County, MN"
2017,Oct,5954,5860,94,1.6,"Rock County, MN"
2017,Nov,5890,5780,110,1.9,"Rock County, MN"
2017,Dec,5925,5801,124,2.1,"Rock County, MN"
2018,Jan,5691,5506,185,3.3,"Rock County, MN"
2018,Feb,5670,5488,182,3.2,"Rock County, MN"
2018,Mar,5675,5503,172,3.0,"Rock County, MN"
2018,Apr,5705,5564,141,2.5,"Rock County, MN"
2018,May,5823,5703,120,2.1,"Rock County, MN"
2018,Jun,5853,5703,150,2.6,"Rock County, MN"
2018,Jul,5774,5648,126,2.2,"Rock County, MN"
2018,Aug,5510,5405,105,1.9,"Rock County, MN"
2018,Sep,5643,5542,101,1.8,"Rock County, MN"
2018,Oct,5710,5610,100,1.8,"Rock County, MN"
2018,Nov,5655,5559,96,1.7,"Rock County, MN"
2018,Dec,5708,5567,141,2.5,"Rock County, MN"
2019,Jan,5553,5391,162,2.9,"Rock County, MN"
2019,Feb,5504,5360,144,2.6,"Rock County, MN"
2019,Mar,5571,5415,156,2.8,"Rock County, MN"
2019,Apr,5670,5553,117,2.1,"Rock County, MN"
2019,May,5792,5677,115,2.0,"Rock County, MN"
2019,Jun,5817,5675,142,2.4,"Rock County, MN"
2019,Jul,5745,5616,129,2.2,"Rock County, MN"
2019,Aug,5542,5415,127,2.3,"Rock County, MN"
2019,Sep,5671,5563,108,1.9,"Rock County, MN"
2019,Oct,5806,5694,112,1.9,"Rock County, MN"
2019,Nov,5680,5567,113,2.0,"Rock County, MN"
2019,Dec,5736,5590,146,2.5,"Rock County, MN"
2020,Jan,5520,5362,158,2.9,"Rock County, MN"
2020,Feb,5520,5373,147,2.7,"Rock County, MN"
2020,Mar,5520,5348,172,3.1,"Rock County, MN"
2020,Apr,5595,5389,206,3.7,"Rock County, MN"
2020,May,5582,5296,286,5.1,"Rock County, MN"
2020,Jun,6000,5738,262,4.4,"Rock County, MN"
2020,Jul,6121,5889,232,3.8,"Rock County, MN"
2020,Aug,6073,5899,174,2.9,"Rock County, MN"
2020,Sep,6012,5862,150,2.5,"Rock County, MN"
2020,Oct,6228,6093,135,2.2,"Rock County, MN"
2020,Nov,6121,6002,119,1.9,"Rock County, MN"
2020,Dec,6091,5939,152,2.5,"Rock County, MN"
2021,Jan,5881,5712,169,2.9,"Rock County, MN"
2021,Feb,5866,5712,154,2.6,"Rock County, MN"
2021,Mar,5836,5686,150,2.6,"Rock County, MN"
2021,Apr,5818,5712,106,1.8,"Rock County, MN"
2021,May,5900,5791,109,1.8,"Rock County, MN"
