Year,Period,labor force,employment,unemployment,unemployment rate,County
2014,Jan,6699,6049,650,9.7,"Aitkin County, MN"
2014,Feb,6688,6071,617,9.2,"Aitkin County, MN"
2014,Mar,6802,6153,649,9.5,"Aitkin County, MN"
2014,Apr,6756,6230,526,7.8,"Aitkin County, MN"
2014,May,6886,6458,428,6.2,"Aitkin County, MN"
2014,Jun,7003,6585,418,6.0,"Aitkin County, MN"
2014,Jul,6835,6436,399,5.8,"Aitkin County, MN"
2014,Aug,6816,6449,367,5.4,"Aitkin County, MN"
2014,Sep,6776,6446,330,4.9,"Aitkin County, MN"
2014,Oct,6739,6438,301,4.5,"Aitkin County, MN"
2014,Nov,6787,6384,403,5.9,"Aitkin County, MN"
2014,Dec,6723,6242,481,7.2,"Aitkin County, MN"
2015,Jan,6792,6167,625,9.2,"Aitkin County, MN"
2015,Feb,6768,6184,584,8.6,"Aitkin County, MN"
2015,Mar,6891,6283,608,8.8,"Aitkin County, MN"
2015,Apr,6872,6391,481,7.0,"Aitkin County, MN"
2015,May,6950,6552,398,5.7,"Aitkin County, MN"
2015,Jun,7051,6649,402,5.7,"Aitkin County, MN"
2015,Jul,6849,6478,371,5.4,"Aitkin County, MN"
2015,Aug,6787,6452,335,4.9,"Aitkin County, MN"
2015,Sep,6795,6489,306,4.5,"Aitkin County, MN"
2015,Oct,6898,6560,338,4.9,"Aitkin County, MN"
2015,Nov,6982,6499,483,6.9,"Aitkin County, MN"
2015,Dec,7076,6474,602,8.5,"Aitkin County, MN"
2016,Jan,6991,6342,649,9.3,"Aitkin County, MN"
2016,Feb,7047,6407,640,9.1,"Aitkin County, MN"
2016,Mar,7067,6371,696,9.8,"Aitkin County, MN"
2016,Apr,7042,6511,531,7.5,"Aitkin County, MN"
2016,May,7052,6665,387,5.5,"Aitkin County, MN"
2016,Jun,7086,6657,429,6.1,"Aitkin County, MN"
2016,Jul,7023,6620,403,5.7,"Aitkin County, MN"
2016,Aug,6952,6566,386,5.6,"Aitkin County, MN"
2016,Sep,6911,6556,355,5.1,"Aitkin County, MN"
2016,Oct,6976,6619,357,5.1,"Aitkin County, MN"
2016,Nov,7018,6555,463,6.6,"Aitkin County, MN"
2016,Dec,7124,6501,623,8.7,"Aitkin County, MN"
2017,Jan,7288,6587,701,9.6,"Aitkin County, MN"
2017,Feb,7305,6649,656,9.0,"Aitkin County, MN"
2017,Mar,7342,6692,650,8.9,"Aitkin County, MN"
2017,Apr,7158,6649,509,7.1,"Aitkin County, MN"
2017,May,7177,6812,365,5.1,"Aitkin County, MN"
2017,Jun,7257,6894,363,5.0,"Aitkin County, MN"
2017,Jul,7170,6844,326,4.5,"Aitkin County, MN"
2017,Aug,7106,6796,310,4.4,"Aitkin County, MN"
2017,Sep,7128,6855,273,3.8,"Aitkin County, MN"
2017,Oct,7122,6868,254,3.6,"Aitkin County, MN"
2017,Nov,7225,6773,452,6.3,"Aitkin County, MN"
2017,Dec,7249,6670,579,8.0,"Aitkin County, MN"
2018,Jan,7198,6548,650,9.0,"Aitkin County, MN"
2018,Feb,7205,6601,604,8.4,"Aitkin County, MN"
2018,Mar,7186,6598,588,8.2,"Aitkin County, MN"
2018,Apr,7179,6704,475,6.6,"Aitkin County, MN"
2018,May,7221,6910,311,4.3,"Aitkin County, MN"
2018,Jun,7333,7012,321,4.4,"Aitkin County, MN"
2018,Jul,7205,6907,298,4.1,"Aitkin County, MN"
2018,Aug,7070,6811,259,3.7,"Aitkin County, MN"
2018,Sep,7024,6804,220,3.1,"Aitkin County, MN"
2018,Oct,7180,6943,237,3.3,"Aitkin County, MN"
2018,Nov,7221,6800,421,5.8,"Aitkin County, MN"
2018,Dec,7352,6754,598,8.1,"Aitkin County, MN"
2019,Jan,7358,6616,742,10.1,"Aitkin County, MN"
2019,Feb,7283,6630,653,9.0,"Aitkin County, MN"
2019,Mar,7290,6662,628,8.6,"Aitkin County, MN"
2019,Apr,7216,6712,504,7.0,"Aitkin County, MN"
2019,May,7339,7000,339,4.6,"Aitkin County, MN"
2019,Jun,7488,7135,353,4.7,"Aitkin County, MN"
2019,Jul,7396,7041,355,4.8,"Aitkin County, MN"
2019,Aug,7254,6938,316,4.4,"Aitkin County, MN"
2019,Sep,7189,6942,247,3.4,"Aitkin County, MN"
2019,Oct,7266,6967,299,4.1,"Aitkin County, MN"
2019,Nov,7327,6906,421,5.7,"Aitkin County, MN"
2019,Dec,7436,6815,621,8.4,"Aitkin County, MN"
2020,Jan,7507,6800,707,9.4,"Aitkin County, MN"
2020,Feb,7441,6830,611,8.2,"Aitkin County, MN"
2020,Mar,7527,6798,729,9.7,"Aitkin County, MN"
2020,Apr,7049,6236,813,11.5,"Aitkin County, MN"
2020,May,7283,6361,922,12.7,"Aitkin County, MN"
2020,Jun,7724,7006,718,9.3,"Aitkin County, MN"
2020,Jul,7733,7137,596,7.7,"Aitkin County, MN"
2020,Aug,7780,7299,481,6.2,"Aitkin County, MN"
2020,Sep,7623,7200,423,5.5,"Aitkin County, MN"
2020,Oct,7617,7238,379,5.0,"Aitkin County, MN"
2020,Nov,7538,7095,443,5.9,"Aitkin County, MN"
2020,Dec,7316,6711,605,8.3,"Aitkin County, MN"
2021,Jan,7307,6654,653,8.9,"Aitkin County, MN"
2021,Feb,7342,6770,572,7.8,"Aitkin County, MN"
2021,Mar,7298,6756,542,7.4,"Aitkin County, MN"
2021,Apr,7298,6875,423,5.8,"Aitkin County, MN"
2021,May,7428,7117,311,4.2,"Aitkin County, MN"
2021,Jun,7563,7217,346,4.6,"Aitkin County, MN"
2021,Jul,7515,7240,275,3.7,"Aitkin County, MN"
2021,Aug,7456,7177,279,3.7,"Aitkin County, MN"
2021,Sep,7439,7202,237,3.2,"Aitkin County, MN"
2021,Oct,7444,7219,225,3.0,"Aitkin County, MN"
2021,Nov,7449,7187,262,3.5,"Aitkin County, MN"
2021,Dec,7449,7056,393,5.3,"Aitkin County, MN"
2022,Jan,7396,6905,491,6.6,"Aitkin County, MN"
2022,Feb,7430,6986,444,6.0,"Aitkin County, MN"
2022,Mar,7427,7012,415,5.6,"Aitkin County, MN"
2022,Apr,7346,7029,317,4.3,"Aitkin County, MN"
2022,May,7465,7208,257,3.4,"Aitkin County, MN"
2022,Jun,7563,7310,253,3.3,"Aitkin County, MN"
2022,Jul,7465,7244,221,3.0,"Aitkin County, MN"
2022,Aug,7523,7281,242,3.2,"Aitkin County, MN"
2022,Sep,7414,7209,205,2.8,"Aitkin County, MN"
2022,Oct,7351,7133,218,3.0,"Aitkin County, MN"
2022,Nov,7311,6999,312,4.3,"Aitkin County, MN"
2022,Dec,7390,6923,467,6.3,"Aitkin County, MN"
2023,Jan,7558,7029,529,7.0,"Aitkin County, MN"
2023,Feb,7576,7033,543,7.2,"Aitkin County, MN"
2023,Mar,7555,7055,500,6.6,"Aitkin County, MN"
2023,Apr,7494,7070,424,5.7,"Aitkin County, MN"
2023,May,7588,7257,331,4.4,"Aitkin County, MN"
2023,Jun,7697,7366,331,4.3,"Aitkin County, MN"
2023,Jul,7538,7257,281,3.7,"Aitkin County, MN"
2023,Aug,7524,7241,283,3.8,"Aitkin County, MN"
2023,Sep,7419,7211,208,2.8,"Aitkin County, MN"
2023,Oct,7420,7204,216,2.9,"Aitkin County, MN"
2023,Nov,7399,7127,272,3.7,"Aitkin County, MN"
2023,Dec,7404,7014,390,5.3,"Aitkin County, MN"
2024,Jan,7446,6961,485,6.5,"Aitkin County, MN"
2024,Feb,7498,6973,525,7.0,"Aitkin County, MN"
2024,Mar,7541,7054,487,6.5,"Aitkin County, MN"
2024,Apr,7487,7101,386,5.2,"Aitkin County, MN"
2024,May,7556,7175,381,5.0,"Aitkin County, MN"
2024,Jun,7580,7203,377,5.0,"Aitkin County, MN"
2024,Jul,7510,7132,378,5.0,"Aitkin County, MN"
2024,Aug,7547,7194,353,4.7,"Aitkin County, MN"
2024,Sep,7448,7199,249,3.3,"Aitkin County, MN"
2024,Oct,7480,7235,245,3.3,"Aitkin County, MN"
2024,Nov,7512(P),7144(P),368(P),4.9(P),"Aitkin County, MN"
P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,"Aitkin County, MN"
2014,Jan,187589,177702,9887,5.3,"Anoka County, MN"
2014,Feb,187991,178097,9894,5.3,"Anoka County, MN"
2014,Mar,188720,178805,9915,5.3,"Anoka County, MN"
2014,Apr,188870,180751,8119,4.3,"Anoka County, MN"
2014,May,189806,182180,7626,4.0,"Anoka County, MN"
2014,Jun,191199,182831,8368,4.4,"Anoka County, MN"
2014,Jul,191698,183631,8067,4.2,"Anoka County, MN"
2014,Aug,189913,182361,7552,4.0,"Anoka County, MN"
2014,Sep,189187,182197,6990,3.7,"Anoka County, MN"
2014,Oct,189474,183140,6334,3.3,"Anoka County, MN"
2014,Nov,189834,183245,6589,3.5,"Anoka County, MN"
2014,Dec,189206,182032,7174,3.8,"Anoka County, MN"
2015,Jan,188077,179685,8392,4.5,"Anoka County, MN"
2015,Feb,189056,180911,8145,4.3,"Anoka County, MN"
2015,Mar,188605,180519,8086,4.3,"Anoka County, MN"
2015,Apr,190045,183350,6695,3.5,"Anoka County, MN"
2015,May,191927,185185,6742,3.5,"Anoka County, MN"
2015,Jun,191717,184296,7421,3.9,"Anoka County, MN"
2015,Jul,193048,185865,7183,3.7,"Anoka County, MN"
2015,Aug,191393,184700,6693,3.5,"Anoka County, MN"
2015,Sep,189758,183503,6255,3.3,"Anoka County, MN"
2015,Oct,189486,183456,6030,3.2,"Anoka County, MN"
2015,Nov,190062,184205,5857,3.1,"Anoka County, MN"
2015,Dec,190394,183524,6870,3.6,"Anoka County, MN"
2016,Jan,189284,181315,7969,4.2,"Anoka County, MN"
2016,Feb,191110,183146,7964,4.2,"Anoka County, MN"
2016,Mar,190875,182727,8148,4.3,"Anoka County, MN"
2016,Apr,191387,184729,6658,3.5,"Anoka County, MN"
2016,May,191560,185450,6110,3.2,"Anoka County, MN"
2016,Jun,192185,184704,7481,3.9,"Anoka County, MN"
2016,Jul,194441,187256,7185,3.7,"Anoka County, MN"
2016,Aug,193454,186294,7160,3.7,"Anoka County, MN"
2016,Sep,192863,186061,6802,3.5,"Anoka County, MN"
2016,Oct,191576,184991,6585,3.4,"Anoka County, MN"
2016,Nov,191261,184996,6265,3.3,"Anoka County, MN"
2016,Dec,191452,184024,7428,3.9,"Anoka County, MN"
2017,Jan,193130,184723,8407,4.4,"Anoka County, MN"
2017,Feb,194688,186459,8229,4.2,"Anoka County, MN"
2017,Mar,195429,187617,7812,4.0,"Anoka County, MN"
2017,Apr,195534,189048,6486,3.3,"Anoka County, MN"
2017,May,195605,189478,6127,3.1,"Anoka County, MN"
2017,Jun,197715,190642,7073,3.6,"Anoka County, MN"
2017,Jul,199155,192455,6700,3.4,"Anoka County, MN"
2017,Aug,197888,191275,6613,3.3,"Anoka County, MN"
2017,Sep,197867,192158,5709,2.9,"Anoka County, MN"
2017,Oct,195381,190372,5009,2.6,"Anoka County, MN"
2017,Nov,196124,190873,5251,2.7,"Anoka County, MN"
2017,Dec,195917,189716,6201,3.2,"Anoka County, MN"
2018,Jan,195807,188982,6825,3.5,"Anoka County, MN"
2018,Feb,197468,190624,6844,3.5,"Anoka County, MN"
2018,Mar,196546,189781,6765,3.4,"Anoka County, MN"
2018,Apr,195598,190153,5445,2.8,"Anoka County, MN"
2018,May,195980,191245,4735,2.4,"Anoka County, MN"
2018,Jun,197833,191854,5979,3.0,"Anoka County, MN"
2018,Jul,198543,193168,5375,2.7,"Anoka County, MN"
2018,Aug,197192,191910,5282,2.7,"Anoka County, MN"
2018,Sep,196507,191726,4781,2.4,"Anoka County, MN"
2018,Oct,196601,191929,4672,2.4,"Anoka County, MN"
2018,Nov,197218,192559,4659,2.4,"Anoka County, MN"
2018,Dec,197850,191571,6279,3.2,"Anoka County, MN"
2019,Jan,198776,191170,7606,3.8,"Anoka County, MN"
2019,Feb,199405,192296,7109,3.6,"Anoka County, MN"
2019,Mar,199014,191706,7308,3.7,"Anoka County, MN"
2019,Apr,198145,192411,5734,2.9,"Anoka County, MN"
2019,May,198495,192873,5622,2.8,"Anoka County, MN"
2019,Jun,200896,194141,6755,3.4,"Anoka County, MN"
2019,Jul,201482,195198,6284,3.1,"Anoka County, MN"
2019,Aug,201109,195056,6053,3.0,"Anoka County, MN"
2019,Sep,200354,195099,5255,2.6,"Anoka County, MN"
2019,Oct,200139,194790,5349,2.7,"Anoka County, MN"
2019,Nov,200551,195225,5326,2.7,"Anoka County, MN"
2019,Dec,201204,194960,6244,3.1,"Anoka County, MN"
2020,Jan,202713,195646,7067,3.5,"Anoka County, MN"
2020,Feb,203535,196534,7001,3.4,"Anoka County, MN"
2020,Mar,202852,193708,9144,4.5,"Anoka County, MN"
2020,Apr,192717,175167,17550,9.1,"Anoka County, MN"
2020,May,196202,172867,23335,11.9,"Anoka County, MN"
2020,Jun,203920,184246,19674,9.6,"Anoka County, MN"
2020,Jul,205308,187719,17589,8.6,"Anoka County, MN"
2020,Aug,204346,190879,13467,6.6,"Anoka County, MN"
2020,Sep,202176,190074,12102,6.0,"Anoka County, MN"
2020,Oct,201102,191180,9922,4.9,"Anoka County, MN"
2020,Nov,199927,191410,8517,4.3,"Anoka County, MN"
2020,Dec,197098,186925,10173,5.2,"Anoka County, MN"
2021,Jan,194581,184669,9912,5.1,"Anoka County, MN"
2021,Feb,194745,185591,9154,4.7,"Anoka County, MN"
2021,Mar,195035,186130,8905,4.6,"Anoka County, MN"
2021,Apr,195390,187460,7930,4.1,"Anoka County, MN"
2021,May,195306,188094,7212,3.7,"Anoka County, MN"
2021,Jun,196106,187627,8479,4.3,"Anoka County, MN"
2021,Jul,196870,189616,7254,3.7,"Anoka County, MN"
2021,Aug,195527,188534,6993,3.6,"Anoka County, MN"
2021,Sep,194524,188343,6181,3.2,"Anoka County, MN"
2021,Oct,194963,189622,5341,2.7,"Anoka County, MN"
2021,Nov,196028,191428,4600,2.3,"Anoka County, MN"
2021,Dec,196148,190840,5308,2.7,"Anoka County, MN"
2022,Jan,196538,190078,6460,3.3,"Anoka County, MN"
2022,Feb,196825,191042,5783,2.9,"Anoka County, MN"
2022,Mar,197268,191676,5592,2.8,"Anoka County, MN"
2022,Apr,197843,193736,4107,2.1,"Anoka County, MN"
2022,May,198687,194573,4114,2.1,"Anoka County, MN"
2022,Jun,199003,193692,5311,2.7,"Anoka County, MN"
2022,Jul,199521,194670,4851,2.4,"Anoka County, MN"
2022,Aug,199434,194204,5230,2.6,"Anoka County, MN"
2022,Sep,198476,194073,4403,2.2,"Anoka County, MN"
2022,Oct,196860,192576,4284,2.2,"Anoka County, MN"
2022,Nov,196846,192520,4326,2.2,"Anoka County, MN"
2022,Dec,197583,192145,5438,2.8,"Anoka County, MN"
2023,Jan,197730,191696,6034,3.1,"Anoka County, MN"
2023,Feb,198558,192166,6392,3.2,"Anoka County, MN"
2023,Mar,199590,193314,6276,3.1,"Anoka County, MN"
2023,Apr,199764,194460,5304,2.7,"Anoka County, MN"
2023,May,200612,195367,5245,2.6,"Anoka County, MN"
2023,Jun,202938,196272,6666,3.3,"Anoka County, MN"
2023,Jul,202653,196623,6030,3.0,"Anoka County, MN"
2023,Aug,201082,194589,6493,3.2,"Anoka County, MN"
2023,Sep,199552,194835,4717,2.4,"Anoka County, MN"
2023,Oct,198618,194145,4473,2.3,"Anoka County, MN"
2023,Nov,198272,194627,3645,1.8,"Anoka County, MN"
2023,Dec,197480,192623,4857,2.5,"Anoka County, MN"
2024,Jan,198455,192246,6209,3.1,"Anoka County, MN"
2024,Feb,199862,192820,7042,3.5,"Anoka County, MN"
2024,Mar,199818,193559,6259,3.1,"Anoka County, MN"
2024,Apr,199533,194283,5250,2.6,"Anoka County, MN"
2024,May,198837,193595,5242,2.6,"Anoka County, MN"
2024,Jun,199135,191244,7891,4.0,"Anoka County, MN"
2024,Jul,199544,191583,7961,4.0,"Anoka County, MN"
2024,Aug,198405,190138,8267,4.2,"Anoka County, MN"
2024,Sep,197116,191207,5909,3.0,"Anoka County, MN"
2024,Oct,197417,192061,5356,2.7,"Anoka County, MN"
2024,Nov,197188(P),191317(P),5871(P),3.0(P),"Anoka County, MN"
P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,"Anoka County, MN"
2014,Jan,17672,16422,1250,7.1,"Becker County, MN"
2014,Feb,17540,16320,1220,7.0,"Becker County, MN"
2014,Mar,17780,16490,1290,7.3,"Becker County, MN"
2014,Apr,17755,16788,967,5.4,"Becker County, MN"
2014,May,17999,17282,717,4.0,"Becker County, MN"
2014,Jun,18269,17489,780,4.3,"Becker County, MN"
2014,Jul,18130,17378,752,4.1,"Becker County, MN"
2014,Aug,19380,18688,692,3.6,"Becker County, MN"
2014,Sep,17694,17089,605,3.4,"Becker County, MN"
2014,Oct,17911,17339,572,3.2,"Becker County, MN"
2014,Nov,18037,17293,744,4.1,"Becker County, MN"
2014,Dec,18058,17096,962,5.3,"Becker County, MN"
2015,Jan,18243,17142,1101,6.0,"Becker County, MN"
2015,Feb,18096,17048,1048,5.8,"Becker County, MN"
2015,Mar,18286,17211,1075,5.9,"Becker County, MN"
2015,Apr,18340,17552,788,4.3,"Becker County, MN"
2015,May,18547,17837,710,3.8,"Becker County, MN"
2015,Jun,19049,18260,789,4.1,"Becker County, MN"
2015,Jul,18514,17765,749,4.0,"Becker County, MN"
2015,Aug,19104,18444,660,3.5,"Becker County, MN"
2015,Sep,18152,17541,611,3.4,"Becker County, MN"
2015,Oct,18252,17659,593,3.2,"Becker County, MN"
2015,Nov,18245,17486,759,4.2,"Becker County, MN"
2015,Dec,18517,17507,1010,5.5,"Becker County, MN"
2016,Jan,18700,17547,1153,6.2,"Becker County, MN"
2016,Feb,18588,17469,1119,6.0,"Becker County, MN"
2016,Mar,18757,17576,1181,6.3,"Becker County, MN"
2016,Apr,18433,17622,811,4.4,"Becker County, MN"
2016,May,18417,17767,650,3.5,"Becker County, MN"
2016,Jun,18828,18027,801,4.3,"Becker County, MN"
2016,Jul,18423,17674,749,4.1,"Becker County, MN"
2016,Aug,19407,18704,703,3.6,"Becker County, MN"
2016,Sep,18078,17409,669,3.7,"Becker County, MN"
2016,Oct,18228,17620,608,3.3,"Becker County, MN"
2016,Nov,18291,17578,713,3.9,"Becker County, MN"
2016,Dec,18419,17399,1020,5.5,"Becker County, MN"
2017,Jan,18498,17304,1194,6.5,"Becker County, MN"
2017,Feb,18488,17376,1112,6.0,"Becker County, MN"
2017,Mar,18518,17466,1052,5.7,"Becker County, MN"
2017,Apr,18322,17550,772,4.2,"Becker County, MN"
2017,May,18459,17852,607,3.3,"Becker County, MN"
2017,Jun,18918,18230,688,3.6,"Becker County, MN"
2017,Jul,18678,18015,663,3.5,"Becker County, MN"
2017,Aug,19292,18657,635,3.3,"Becker County, MN"
2017,Sep,18781,18261,520,2.8,"Becker County, MN"
2017,Oct,18500,18022,478,2.6,"Becker County, MN"
2017,Nov,18595,17834,761,4.1,"Becker County, MN"
2017,Dec,18750,17805,945,5.0,"Becker County, MN"
2018,Jan,18271,17230,1041,5.7,"Becker County, MN"
2018,Feb,18350,17386,964,5.3,"Becker County, MN"
2018,Mar,18315,17334,981,5.4,"Becker County, MN"
2018,Apr,18544,17801,743,4.0,"Becker County, MN"
2018,May,18938,18429,509,2.7,"Becker County, MN"
2018,Jun,19201,18588,613,3.2,"Becker County, MN"
2018,Jul,18939,18393,546,2.9,"Becker County, MN"
2018,Aug,18826,18329,497,2.6,"Becker County, MN"
2018,Sep,18395,17953,442,2.4,"Becker County, MN"
2018,Oct,18579,18155,424,2.3,"Becker County, MN"
2018,Nov,18551,17980,571,3.1,"Becker County, MN"
2018,Dec,18658,17787,871,4.7,"Becker County, MN"
2019,Jan,18502,17397,1105,6.0,"Becker County, MN"
2019,Feb,18494,17453,1041,5.6,"Becker County, MN"
2019,Mar,18481,17399,1082,5.9,"Becker County, MN"
2019,Apr,18682,17885,797,4.3,"Becker County, MN"
2019,May,19151,18603,548,2.9,"Becker County, MN"
2019,Jun,19483,18798,685,3.5,"Becker County, MN"
2019,Jul,19300,18635,665,3.4,"Becker County, MN"
2019,Aug,19090,18536,554,2.9,"Becker County, MN"
2019,Sep,18916,18435,481,2.5,"Becker County, MN"
2019,Oct,18854,18381,473,2.5,"Becker County, MN"
2019,Nov,18787,18145,642,3.4,"Becker County, MN"
2019,Dec,18936,17970,966,5.1,"Becker County, MN"
2020,Jan,18987,17852,1135,6.0,"Becker County, MN"
2020,Feb,19064,17957,1107,5.8,"Becker County, MN"
2020,Mar,18882,17654,1228,6.5,"Becker County, MN"
2020,Apr,18266,16387,1879,10.3,"Becker County, MN"
2020,May,18636,16723,1913,10.3,"Becker County, MN"
2020,Jun,19493,17926,1567,8.0,"Becker County, MN"
2020,Jul,19606,18373,1233,6.3,"Becker County, MN"
2020,Aug,19333,18378,955,4.9,"Becker County, MN"
2020,Sep,19051,18200,851,4.5,"Becker County, MN"
2020,Oct,19280,18540,740,3.8,"Becker County, MN"
2020,Nov,18967,18172,795,4.2,"Becker County, MN"
2020,Dec,18696,17678,1018,5.4,"Becker County, MN"
2021,Jan,18962,17799,1163,6.1,"Becker County, MN"
2021,Feb,18854,17823,1031,5.5,"Becker County, MN"
2021,Mar,18804,17828,976,5.2,"Becker County, MN"
2021,Apr,18869,18172,697,3.7,"Becker County, MN"
2021,May,19347,18801,546,2.8,"Becker County, MN"
2021,Jun,19605,18926,679,3.5,"Becker County, MN"
2021,Jul,19604,19025,579,3.0,"Becker County, MN"
2021,Aug,19465,18934,531,2.7,"Becker County, MN"
2021,Sep,19187,18732,455,2.4,"Becker County, MN"
2021,Oct,19147,18730,417,2.2,"Becker County, MN"
2021,Nov,18968,18512,456,2.4,"Becker County, MN"
2021,Dec,19300,18656,644,3.3,"Becker County, MN"
2022,Jan,18897,18090,807,4.3,"Becker County, MN"
2022,Feb,18984,18236,748,3.9,"Becker County, MN"
2022,Mar,18980,18283,697,3.7,"Becker County, MN"
2022,Apr,18969,18471,498,2.6,"Becker County, MN"
2022,May,19320,18908,412,2.1,"Becker County, MN"
2022,Jun,19798,19285,513,2.6,"Becker County, MN"
2022,Jul,19763,19289,474,2.4,"Becker County, MN"
2022,Aug,20003,19545,458,2.3,"Becker County, MN"
2022,Sep,19434,19067,367,1.9,"Becker County, MN"
2022,Oct,19273,18896,377,2.0,"Becker County, MN"
2022,Nov,19120,18668,452,2.4,"Becker County, MN"
2022,Dec,19467,18727,740,3.8,"Becker County, MN"
2023,Jan,19318,18473,845,4.4,"Becker County, MN"
2023,Feb,19305,18445,860,4.5,"Becker County, MN"
2023,Mar,19207,18422,785,4.1,"Becker County, MN"
2023,Apr,19308,18624,684,3.5,"Becker County, MN"
2023,May,19498,19042,456,2.3,"Becker County, MN"
2023,Jun,20023,19442,581,2.9,"Becker County, MN"
2023,Jul,19522,18973,549,2.8,"Becker County, MN"
2023,Aug,20123,19577,546,2.7,"Becker County, MN"
2023,Sep,19667,19305,362,1.8,"Becker County, MN"
2023,Oct,19410,19067,343,1.8,"Becker County, MN"
2023,Nov,19366,18995,371,1.9,"Becker County, MN"
2023,Dec,19406,18803,603,3.1,"Becker County, MN"
2024,Jan,19402,18575,827,4.3,"Becker County, MN"
2024,Feb,19398,18525,873,4.5,"Becker County, MN"
2024,Mar,19499,18744,755,3.9,"Becker County, MN"
2024,Apr,19511,18974,537,2.8,"Becker County, MN"
2024,May,19662,19117,545,2.8,"Becker County, MN"
2024,Jun,20157,19470,687,3.4,"Becker County, MN"
2024,Jul,19877,19185,692,3.5,"Becker County, MN"
2024,Aug,20542,19857,685,3.3,"Becker County, MN"
2024,Sep,20052,19574,478,2.4,"Becker County, MN"
2024,Oct,19481,19034,447,2.3,"Becker County, MN"
2024,Nov,19559(P),18972(P),587(P),3.0(P),"Becker County, MN"
P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,P : Preliminary.,"Becker County, MN"
2014,Jan,23022,21339,1683,7.3,"Beltrami County, MN"
2014,Feb,23174,21546,1628,7.0,"Beltrami County, MN"
2014,Mar,23361,21735,1626,7.0,"Beltrami County, MN"
2014,Apr,23286,21925,1361,5.8,"Beltrami County, MN"
2014,May,23406,22235,1171,5.0,"Beltrami County, MN"
2014,Jun,23399,22143,1256,5.4,"Beltrami County, MN"
2014,Jul,23461,22247,1214,5.2,"Beltrami County, MN"
2014,Aug,23138,22031,1107,4.8,"Beltrami County, MN"
2014,Sep,23470,22489,981,4.2,"Beltrami County, MN"
2014,Oct,23575,22664,911,3.9,"Beltrami County, MN"
2014,Nov,23767,22675,1092,4.6,"Beltrami County, MN"
2014,Dec,23366,22117,1249,5.3,"Beltrami County, MN"
2015,Jan,23197,21743,1454,6.3,"Beltrami County, MN"
2015,Feb,23391,21997,1394,6.0,"Beltrami County, MN"
2015,Mar,23424,22022,1402,6.0,"Beltrami County, MN"
2015,Apr,23680,22491,1189,5.0,"Beltrami County, MN"
2015,May,23749,22658,1091,4.6,"Beltrami County, MN"
2015,Jun,23672,22485,1187,5.0,"Beltrami County, MN"
2015,Jul,23521,22407,1114,4.7,"Beltrami County, MN"
2015,Aug,23374,22366,1008,4.3,"Beltrami County, MN"
2015,Sep,23584,22647,937,4.0,"Beltrami County, MN"
2015,Oct,23678,22739,939,4.0,"Beltrami County, MN"
2015,Nov,23722,22649,1073,4.5,"Beltrami County, MN"
2015,Dec,23789,22401,1388,5.8,"Beltrami County, MN"
2016,Jan,23572,22076,1496,6.3,"Beltrami County, MN"
2016,Feb,23739,22282,1457,6.1,"Beltrami County, MN"
2016,Mar,24090,22513,1577,6.5,"Beltrami County, MN"
2016,Apr,23878,22584,1294,5.4,"Beltrami County, MN"
2016,May,23484,22388,1096,4.7,"Beltrami County, MN"
2016,Jun,23581,22305,1276,5.4,"Beltrami County, MN"
2016,Jul,23561,22403,1158,4.9,"Beltrami County, MN"
2016,Aug,23454,22328,1126,4.8,"Beltrami County, MN"
2016,Sep,23701,22685,1016,4.3,"Beltrami County, MN"
2016,Oct,23640,22671,969,4.1,"Beltrami County, MN"
2016,Nov,23571,22551,1020,4.3,"Beltrami County, MN"
2016,Dec,23674,22339,1335,5.6,"Beltrami County, MN"
2017,Jan,23741,22121,1620,6.8,"Beltrami County, MN"
2017,Feb,23930,22412,1518,6.3,"Beltrami County, MN"
2017,Mar,23924,22441,1483,6.2,"Beltrami County, MN"
2017,Apr,23786,22622,1164,4.9,"Beltrami County, MN"
2017,May,23623,22614,1009,4.3,"Beltrami County, MN"
2017,Jun,23790,22644,1146,4.8,"Beltrami County, MN"
2017,Jul,23757,22691,1066,4.5,"Beltrami County, MN"
2017,Aug,23687,22647,1040,4.4,"Beltrami County, MN"
2017,Sep,23659,22823,836,3.5,"Beltrami County, MN"
2017,Oct,23597,22816,781,3.3,"Beltrami County, MN"
2017,Nov,23852,22726,1126,4.7,"Beltrami County, MN"
2017,Dec,23847,22608,1239,5.2,"Beltrami County, MN"
2018,Jan,23846,22444,1402,5.9,"Beltrami County, MN"
2018,Feb,24002,22714,1288,5.4,"Beltrami County, MN"
2018,Mar,23934,22588,1346,5.6,"Beltrami County, MN"
2018,Apr,24191,23098,1093,4.5,"Beltrami County, MN"
2018,May,24140,23226,914,3.8,"Beltrami County, MN"
2018,Jun,24306,23297,1009,4.2,"Beltrami County, MN"
2018,Jul,24380,23489,891,3.7,"Beltrami County, MN"
2018,Aug,24338,23464,874,3.6,"Beltrami County, MN"
2018,Sep,24223,23511,712,2.9,"Beltrami County, MN"
2018,Oct,24217,23522,695,2.9,"Beltrami County, MN"
2018,Nov,24227,23376,851,3.5,"Beltrami County, MN"
